75	34	4	82	55
13	19	66	46	49
89	12	25	31	18
13	35	17	94	3
54	53	13	46	52
40	9	77	60	73
12	37	97	71	24
31	7	51	45	36
4	25	37	25	93
20	37	41	91	85
33	54	79	76	54
18	86	26	93	30
8	28	14	34	33
26	76	82	47	12
32	97	29	46	26
11	2	17	45	61
84	60	62	76	24
37	42	97	21	74
94	40	23	21	82
43	55	12	63	20
77	87	60	63	58
83	61	90	90	91
31	84	19	33	7
56	55	74	64	10
34	8	5	48	64
57	23	71	26	73
87	59	73	33	55
20	74	57	7	23
38	52	32	47	49
25	80	8	78	65
45	57	1	5	31
13	54	11	29	99
73	88	50	66	11
83	20	78	1	21
80	21	52	38	50
76	63	86	21	39
56	30	74	27	42
34	7	100	29	84
58	97	100	15	84
31	82	91	60	79
6	51	10	49	50
10	19	25	84	38
85	25	76	77	24
90	86	29	18	68
1	96	75	93	38
61	63	18	14	88
11	76	61	33	61
53	84	29	11	16
20	89	96	71	84
63	71	17	96	55
1	32	50	75	14
63	74	67	66	11
45	67	5	68	66
33	80	30	6	11
15	75	78	19	15
33	39	80	53	85
1	21	53	41	64
83	27	90	45	18
20	1	39	7	45
98	78	87	14	69
10	36	88	58	8
24	78	17	16	3
60	2	42	93	80
88	67	7	4	13
81	58	52	90	89
50	91	32	1	35
90	35	42	26	38
87	38	87	40	88
84	91	24	3	98
58	4	86	88	9
72	20	48	22	25
8	32	48	80	90
49	62	75	86	96
92	19	52	28	55
9	8	38	22	70
23	30	6	79	19
18	86	68	67	12
8	9	32	38	57
39	47	58	5	77
44	64	49	61	32
52	40	57	54	73
89	95	83	44	63
7	66	36	25	42
97	2	58	41	99
37	89	95	3	86
93	63	98	80	52
72	21	3	56	82
37	8	59	42	66
46	6	39	24	59
72	67	74	88	30
99	64	71	20	16
5	31	80	40	23
77	23	18	94	86
57	50	74	43	41
91	61	56	1	96
3	82	94	13	21
59	88	81	54	12
86	99	58	40	36
86	18	3	5	54
75	22	2	31	57
17	41	32	97	10
51	75	40	27	33
51	6	39	10	8
5	88	79	79	11
5	92	63	18	15
32	53	83	98	20
71	34	67	6	89
63	54	63	9	81
24	32	47	19	56
17	39	40	27	67
89	71	41	22	85
22	15	65	49	99
80	6	54	36	54
89	65	66	60	29
34	75	60	69	95
3	12	41	24	34
16	75	89	18	53
96	68	44	8	45
91	85	2	46	71
59	37	13	81	17
60	70	28	42	57
38	44	34	97	48
4	34	61	54	18
29	51	36	71	43
62	64	13	35	47
43	80	99	36	22
54	96	12	95	2
31	59	10	1	64
26	45	62	74	96
33	32	1	14	47
35	45	16	19	80
15	9	33	14	99
34	44	41	68	67
18	14	98	90	63
60	35	78	75	31
67	75	8	88	68
8	68	39	29	50
23	48	22	20	13
33	89	33	65	87
10	28	8	88	93
36	30	97	30	71
86	7	46	16	11
54	42	78	23	23
13	81	9	25	93
26	80	63	76	19
97	37	15	62	57
85	11	80	94	93
4	89	92	25	27
55	89	79	96	37
64	87	92	58	100
12	90	60	35	91
91	72	55	91	29
14	6	69	100	29
32	33	2	45	36
27	34	50	32	90
20	43	20	91	50
94	23	20	61	7
22	61	30	88	72
3	58	63	71	46
33	40	67	7	34
29	8	39	97	10
63	75	83	95	78
74	30	41	86	96
2	40	32	32	94
50	7	91	50	25
51	41	18	28	34
59	11	64	44	64
3	45	80	19	41
43	53	18	39	39
41	100	74	35	2
65	87	17	61	52
99	42	70	40	31
72	63	56	8	55
71	85	2	18	24
27	69	20	8	24
38	83	51	25	60
12	89	6	70	40
47	81	62	44	13
3	37	4	8	24
76	95	47	19	2
20	41	56	21	55
77	87	5	71	26
81	79	99	95	7
17	55	93	31	66
24	33	68	81	30
96	48	50	61	67
82	98	75	32	52
94	100	47	49	8
90	18	49	13	59
70	79	76	44	38
1	19	95	37	58
46	100	34	7	54
66	32	91	65	59
68	29	26	99	22
98	31	96	100	44
84	58	7	4	77
17	87	86	2	59
10	14	36	89	48
11	78	66	60	77
15	41	47	76	78
15	9	6	1	81
34	99	50	89	14
74	81	33	66	74
36	73	38	81	10
26	39	69	35	48
81	15	23	93	23
64	94	42	78	97
13	8	67	72	34
61	57	68	20	38
64	23	67	48	51
81	60	19	53	78
5	41	31	80	28
54	83	50	51	47
82	96	1	28	57
52	17	28	15	6
13	80	78	30	10
16	34	51	7	75
81	21	31	9	86
59	72	10	53	86
49	58	45	4	53
92	21	62	64	38
4	59	78	56	43
97	85	43	68	69
94	69	38	49	62
78	68	83	27	40
4	78	26	85	43
83	7	93	86	86
83	70	10	2	79
24	5	25	43	4
39	28	79	80	92
1	100	50	36	5
14	1	35	32	100
44	69	32	84	93
26	36	80	40	59
78	23	58	18	90
49	64	8	66	62
21	72	66	88	55
16	24	28	91	93
56	73	51	20	43
18	44	59	27	24
64	71	66	21	37
7	84	96	53	19
2	31	10	25	32
34	36	73	88	37
98	39	57	27	66
80	53	47	99	68
76	80	44	33	71
46	18	25	37	64
5	49	28	13	37
56	38	50	56	99
71	52	14	97	68
88	45	51	10	6
61	16	23	48	60
16	3	4	16	45
10	48	60	58	71
20	90	45	64	57
90	64	8	81	51
19	57	17	99	32
35	47	8	53	18
62	60	65	77	24
44	75	24	33	67
16	28	77	69	50
51	76	22	80	54
98	37	69	51	41
47	91	35	84	52
17	37	42	100	56
5	78	37	42	30
4	98	84	16	12
37	51	32	50	85
63	51	81	74	84
94	87	82	18	9
63	25	4	61	50
30	44	53	19	38
72	86	61	7	76
46	84	26	75	11
27	64	8	37	72
50	94	24	19	63
56	84	43	24	20
51	41	83	29	66
25	27	71	16	29
84	19	13	10	90
99	91	18	36	20
84	42	70	85	19
15	77	45	22	98
4	54	46	25	59
74	57	76	4	100
21	94	41	67	38
32	76	29	24	29
71	77	39	4	63
86	76	30	71	28
91	7	58	60	23
69	10	50	66	22
46	82	97	39	5
78	1	9	96	10
67	20	49	63	17
37	72	30	69	65
67	36	6	45	89
58	10	83	23	17
21	33	45	27	54
90	17	81	97	66
92	58	82	52	47
67	7	39	1	93
79	85	32	69	93
26	2	22	64	47
27	44	2	82	82
86	10	67	7	94
50	98	81	66	19
51	22	68	43	98
70	70	4	40	75
52	13	75	63	89
67	26	99	67	41
56	84	29	4	86
69	92	42	56	40
49	99	11	76	92
13	13	75	86	18
80	11	100	16	46
11	37	6	44	70
67	47	71	22	14
70	56	58	99	45
92	31	51	76	65
84	13	46	91	74
47	66	94	77	24
48	25	35	98	34
94	46	47	12	36
95	36	59	16	29
3	57	38	51	92
31	54	96	72	77
3	51	15	37	89
44	84	25	45	32
1	89	25	13	75
26	89	83	80	26
36	67	55	89	92
52	86	25	70	37
73	20	86	82	100
7	33	75	57	23
98	33	5	24	72
75	17	99	84	43
18	100	39	71	27
71	91	53	70	22
97	16	64	52	38
93	87	58	62	89
82	68	91	86	60
88	99	67	68	97
95	32	3	3	16
25	31	64	7	68
11	22	61	61	27
36	66	87	43	15
60	68	87	64	72
25	98	39	31	78
61	83	49	35	17
55	100	20	63	41
31	3	52	14	90
62	85	86	20	72
14	77	48	39	71
56	92	46	41	34
55	43	20	75	26
41	19	88	27	92
58	23	11	49	52
2	70	89	84	35
46	30	40	86	49
71	57	1	42	52
5	17	90	45	20
24	31	22	44	15
9	32	8	69	21
41	36	81	16	15
19	64	4	74	83
28	94	91	5	22
33	52	52	75	20
64	51	18	1	15
89	74	39	9	39
64	17	10	67	62
67	19	32	17	86
63	94	46	35	49
77	87	65	21	77
51	47	92	19	19
38	54	38	4	44
15	57	90	24	78
91	6	27	42	10
17	90	42	40	91
7	6	93	10	32
48	78	93	51	37
1	79	35	23	61
97	83	82	77	32
56	75	18	5	39
16	83	69	32	35
16	23	1	16	23
8	79	53	17	20
71	89	60	85	20
64	26	72	41	74
72	99	41	77	60
23	3	76	40	23
13	87	34	76	15
68	56	3	1	46
27	56	66	57	8
79	33	63	81	11
74	39	57	23	42
94	65	98	9	57
24	58	70	29	62
57	81	52	6	62
33	13	73	35	75
84	89	16	30	15
23	22	57	66	3
29	71	97	66	92
67	90	20	12	15
29	1	14	79	26
56	84	83	9	46
80	92	72	55	71
12	4	62	52	83
82	40	11	38	19
69	88	58	92	78
38	42	21	44	36
20	44	58	50	62
58	3	23	23	50
47	42	79	73	73
20	53	14	5	99
57	49	47	99	90
1	75	44	8	36
31	87	66	55	16
63	73	65	58	61
48	88	29	82	53
77	18	15	40	32
45	8	2	72	86
1	93	65	73	82
41	96	13	64	2
40	94	3	65	94
30	52	65	94	59
58	98	19	45	70
54	98	59	53	69
51	6	68	11	91
97	65	82	86	18
58	54	90	3	77
64	92	48	53	17
38	60	48	6	44
56	60	47	51	81
74	84	38	36	60
68	5	70	6	36
6	40	19	85	64
33	74	32	22	49
51	83	13	87	21
46	70	96	77	92
56	15	10	85	18
69	96	8	10	45
47	67	58	63	80
75	1	82	8	34
93	81	62	14	38
42	30	99	83	100
18	17	11	63	63
25	36	52	85	94
84	70	89	96	32
89	24	7	19	87
29	9	21	85	86
99	82	90	13	91
100	79	88	34	40
24	81	40	92	7
51	3	85	39	72
24	28	11	44	19
23	74	9	54	24
37	52	6	96	19
13	5	27	92	7
13	30	98	52	16
23	5	28	86	31
87	73	79	37	93
63	23	87	1	73
91	17	18	89	67
76	98	62	19	32
92	3	4	62	10
53	57	11	15	27
74	71	43	11	78
21	94	72	73	17
58	89	58	1	4
66	46	39	95	46
12	89	63	66	36
11	96	61	54	79
76	79	38	32	43
82	95	26	32	78
40	10	43	65	54
37	11	58	32	81
75	25	77	46	16
99	52	28	14	82
35	20	19	96	57
19	89	5	32	34
73	87	27	48	33
85	14	8	22	51
70	99	26	28	94
29	18	6	67	76
87	43	51	78	27
3	75	71	49	20
39	92	20	84	7
57	55	19	13	81
67	47	11	20	50
97	75	32	30	100
12	45	56	100	89
18	59	44	51	15
22	56	55	63	32
97	16	54	58	16
86	51	81	7	32
10	57	50	76	51
57	8	82	6	66
16	36	19	57	63
88	51	11	65	100
87	11	46	23	86
65	38	65	16	78
19	56	46	74	75
35	76	47	27	34
79	39	27	82	81
25	43	82	64	96
44	4	77	56	42
95	10	50	46	29
55	41	90	22	69
87	84	7	51	16
6	65	28	35	92
44	25	100	13	56
61	8	19	24	4
14	38	60	31	57
93	76	72	39	31
19	72	33	14	56
42	21	64	56	77
87	66	100	52	37
6	28	28	29	95
37	69	63	46	92
62	57	28	20	87
18	35	52	36	6
87	71	75	84	88
62	90	91	62	44
2	52	88	36	72
24	61	19	15	46
67	15	66	78	88
53	82	7	82	5
84	57	48	99	85
85	36	83	69	51
14	45	87	58	42
70	40	35	52	1
54	97	34	39	73
84	24	3	35	3
72	46	28	15	67
100	51	41	20	44
13	43	87	21	99
78	50	83	58	9
21	49	25	11	97
51	30	77	57	89
69	100	29	5	18
15	38	85	13	2
55	11	13	86	3
67	15	22	7	41
42	99	98	52	62
5	25	92	19	44
32	93	33	70	66
74	42	1	2	46
89	30	9	59	17
30	89	84	78	4
88	89	40	86	80
67	93	27	18	52
76	49	29	80	4
28	87	91	95	91
41	90	33	12	70
54	69	31	13	22
67	26	40	68	58
63	88	57	74	100
15	4	9	34	22
95	38	22	83	66
44	91	36	66	7
52	51	29	39	20
26	12	71	42	50
72	26	95	47	17
83	6	16	97	60
39	28	89	21	35
31	38	60	52	84
25	21	79	41	79
5	67	97	61	68
13	9	40	45	93
67	52	52	21	62
35	85	10	50	3
16	20	47	100	48
19	30	49	56	38
100	85	96	64	18
73	13	23	38	22
27	82	86	51	18
17	38	60	28	53
60	26	20	9	92
40	63	1	4	90
95	81	60	87	93
34	8	98	75	15
1	49	75	13	67
8	47	43	62	7
61	99	95	27	96
66	12	65	82	53
84	90	17	33	54
6	29	35	95	80
15	78	97	65	9
50	64	31	1	100
61	38	92	90	46
62	46	60	51	13
8	56	38	62	50
36	6	77	35	41
43	17	25	100	25
38	61	89	37	92
77	44	1	74	49
47	59	98	93	70
60	33	77	68	28
37	19	99	91	87
100	96	74	63	52
62	78	36	91	57
55	79	85	97	35
100	55	95	54	61
16	45	68	18	55
30	46	66	83	6
63	92	70	29	68
53	7	83	59	67
14	86	87	87	86
3	19	51	61	86
7	75	50	23	58
90	74	89	80	46
61	31	18	27	52
54	51	19	92	33
40	10	44	12	3
23	52	16	53	51
63	8	94	6	89
93	19	28	5	10
33	78	53	25	10
82	8	28	83	26
36	99	100	34	44
16	97	56	49	85
66	68	36	32	6
92	30	38	31	87
71	37	62	65	74
62	86	32	36	12
23	10	35	79	38
28	17	79	96	82
28	21	35	85	42
28	64	21	49	2
42	27	88	86	74
66	47	3	14	49
90	26	90	65	62
35	51	79	1	35
81	39	42	66	34
31	36	59	73	89
71	71	31	98	49
32	95	2	84	34
31	14	31	69	22
59	1	35	97	64
26	62	36	5	72
46	71	15	53	5
43	11	98	41	52
52	43	44	78	80
68	74	22	37	12
35	45	81	70	35
33	43	93	93	55
41	59	24	24	68
56	49	19	97	58
46	50	31	42	32
58	36	62	99	71
15	63	12	58	29
47	31	10	48	51
14	71	69	34	47
86	9	24	54	20
53	12	10	96	7
86	97	89	46	22
75	12	47	62	42
87	21	2	95	80
40	32	86	85	7
89	31	45	63	23
54	57	20	44	44
12	18	76	22	8
22	83	35	80	39
71	90	25	38	73
42	21	46	21	79
84	58	95	14	48
38	78	88	48	62
14	86	27	21	34
95	22	31	88	6
9	57	37	5	23
86	1	37	7	74
91	85	71	87	35
68	60	9	20	95
47	53	73	19	49
15	59	5	56	85
80	93	52	72	61
78	26	50	38	20
24	83	29	43	89
28	7	32	19	74
65	27	95	87	49
17	47	71	44	29
15	86	84	5	95
40	90	22	69	70
28	54	49	27	85
37	65	34	48	94
60	12	71	38	4
98	33	32	6	41
4	21	79	39	2
19	87	23	68	52
66	93	67	59	54
32	44	81	41	58
92	40	41	19	10
48	71	5	44	59
2	35	65	22	14
27	21	38	51	20
7	7	15	62	89
58	85	40	90	44
27	4	93	79	80
94	15	5	74	75
15	43	95	7	38
34	6	53	55	18
82	84	45	2	49
60	51	56	36	11
71	59	58	43	28
73	3	25	45	66
2	78	40	91	100
72	87	11	22	42
89	24	87	74	99
8	46	16	41	14
9	51	81	43	28
98	50	87	72	6
12	89	46	53	91
23	78	2	50	51
56	85	50	42	19
22	27	69	20	69
54	70	23	49	4
70	91	72	60	98
5	16	91	70	26
3	72	76	5	29
64	10	3	11	61
41	81	72	32	92
10	3	51	71	8
13	55	73	7	29
45	44	74	84	39
62	64	87	41	73
36	34	12	38	69
10	61	61	47	41
98	20	96	59	40
35	62	83	58	50
93	22	36	59	87
82	100	79	20	75
42	77	86	76	36
66	96	9	47	73
40	57	13	14	76
9	47	28	9	95
79	92	74	86	74
88	42	96	44	59
62	85	31	63	76
91	47	82	54	30
19	49	81	27	82
81	45	64	9	68
62	70	29	92	94
84	33	64	21	26
8	62	38	90	86
89	11	14	46	40
59	27	41	3	7
75	80	65	22	54
58	37	3	96	68
57	10	88	97	71
58	32	32	34	39
68	90	65	83	100
14	87	45	28	17
61	77	89	81	33
68	52	4	37	66
56	66	18	62	22
90	34	33	18	22
18	38	96	77	28
100	82	31	42	1
91	71	29	32	67
12	33	74	85	84
86	31	99	21	38
77	56	26	4	47
35	82	81	49	79
48	60	54	58	66
35	15	68	9	97
59	14	29	91	60
14	95	55	72	81
84	39	94	9	16
33	77	72	25	85
88	95	87	17	90
13	97	12	76	54
47	94	80	5	11
82	19	73	38	77
97	99	5	36	4
27	78	91	54	10
38	92	99	82	77
33	73	68	56	45
82	88	54	21	27
58	39	32	10	81
78	49	88	6	27
83	72	61	3	42
13	90	81	56	32
27	81	20	60	77
66	47	18	49	52
91	80	76	14	79
27	56	91	42	25
59	56	94	16	24
40	80	73	7	64
4	93	21	97	68
2	52	100	12	98
27	56	16	32	94
79	52	94	68	13
4	12	41	38	90
91	29	88	42	4
55	9	83	60	8
93	60	66	56	2
21	86	55	4	52
83	84	22	37	12
66	51	1	40	38
77	82	30	25	85
73	49	12	37	25
73	27	7	90	97
71	59	39	96	83
93	9	28	37	51
14	45	84	88	100
41	73	53	91	49
47	7	41	40	4
96	69	80	65	85
71	94	37	60	40
48	1	25	92	60
67	56	21	31	8
47	40	3	40	25
35	21	13	27	62
23	87	58	100	100
97	4	36	26	41
47	20	69	91	59
12	81	61	24	69
57	60	38	26	64
21	80	99	24	83
51	78	22	74	66
69	37	84	9	25
41	17	26	78	39
14	44	36	100	5
39	64	45	4	98
70	40	60	41	14
95	32	50	54	69
5	65	95	55	42
43	26	64	68	42
3	73	23	82	76
17	54	96	4	40
72	16	79	29	2
58	6	60	78	72
45	49	25	60	70
17	85	75	75	69
57	38	88	34	53
96	10	10	31	64
45	99	32	51	10
27	32	3	5	30
19	43	65	89	86
13	48	16	92	40
94	60	38	12	37
31	72	36	95	56
19	53	63	58	1
80	91	20	52	73
17	71	48	46	13
38	51	46	31	56
23	87	21	29	90
38	96	21	45	79
26	87	79	84	23
22	9	24	97	78
33	13	8	76	84
17	8	98	43	45
41	100	51	95	40
92	98	23	74	60
67	32	48	42	91
9	15	2	12	78
63	31	85	94	81
44	91	26	44	71
58	36	71	76	3
8	30	11	44	75
92	17	64	18	54
73	88	49	50	27
23	59	100	15	89
53	51	74	91	98
77	97	24	14	26
67	40	75	81	59
93	62	47	11	67
31	11	37	18	4
3	80	55	52	5
99	38	95	13	67
85	77	28	23	78
7	35	76	5	3
51	36	64	27	81
48	13	34	24	70
48	39	39	6	52
86	26	21	28	9
93	55	24	41	63
83	92	65	36	95
72	37	35	93	68
62	69	6	98	92
32	5	6	9	91
56	72	1	10	1
40	53	7	98	35
98	100	73	78	66
44	16	22	76	45
29	22	58	14	17
56	41	64	67	35
49	80	3	7	20
53	42	10	67	53
16	4	14	20	100
86	23	40	70	3
51	22	40	68	38
64	100	26	91	38
67	90	96	75	75
61	87	17	5	77
10	84	39	24	62
99	4	62	41	44
26	17	30	70	56
52	64	67	45	15
75	78	79	41	35
31	52	17	1	83
97	9	78	24	100
46	84	75	97	26
52	95	16	20	5
38	93	51	59	1
93	47	21	12	56
12	72	19	32	100
35	8	19	6	99
76	95	67	91	11
99	86	49	22	54
3	38	6	25	56
15	28	24	57	5
65	18	39	12	80
39	96	51	66	72
23	75	30	60	35
2	100	72	17	90
35	98	75	86	92
16	34	5	37	58
3	43	34	53	26
95	50	12	16	4
12	9	95	4	74
16	86	31	15	42
9	67	78	4	78
84	21	27	73	36
62	25	8	67	100
66	18	94	52	38
84	70	47	13	56
97	67	13	29	2
40	94	62	50	62
21	31	27	60	30
92	84	65	36	70
53	89	81	68	87
11	27	60	62	87
45	81	72	29	76
54	75	5	99	87
48	72	11	81	90
97	29	88	75	51
77	50	3	6	98
81	58	16	93	86
15	43	72	21	28
69	43	12	8	41
8	86	9	40	13
83	86	65	13	67
62	18	63	83	34
68	23	94	64	54
33	75	88	86	72
82	62	90	78	62
80	20	82	22	38
80	25	36	64	99
66	59	56	30	91
52	62	78	13	63
68	29	45	70	37
82	11	92	86	39
53	74	47	87	20
88	9	12	13	67
8	6	58	29	99
94	1	87	99	38
46	89	80	66	35
7	62	23	15	76
36	99	4	97	81
5	80	97	8	35
30	19	57	94	30
7	92	56	66	26
22	67	29	42	8
69	69	24	45	98
81	86	30	44	57
27	83	75	2	13
56	12	15	78	36
88	67	32	75	57
18	29	47	41	25
1	94	44	99	95
35	29	68	40	78
57	9	71	67	37
91	70	16	94	2
68	63	93	22	9
92	53	36	84	35
60	92	15	22	7
68	21	51	32	46
17	84	7	10	68
47	17	66	42	37
11	44	28	43	3
20	62	15	91	24
17	13	33	4	30
17	74	68	69	13
45	35	96	45	88
22	34	22	80	68
65	38	21	46	94
6	21	79	54	64
36	14	46	95	11
39	87	23	11	35
61	32	41	99	58
91	76	84	75	39
44	4	87	62	50
20	24	45	32	40
3	38	84	31	15
86	7	41	34	22
97	38	52	46	6
62	2	67	91	68
24	5	95	94	5
83	78	98	98	65
38	80	94	6	69
86	88	79	50	65
79	40	36	100	86
40	85	79	17	72
40	6	67	64	88
59	74	41	24	54
64	69	5	70	3
29	92	55	70	5
71	23	21	43	84
71	37	48	72	62
55	78	80	75	99
63	93	34	21	13
28	44	67	8	30
36	73	38	23	18
6	97	46	69	26
28	65	3	36	80
90	37	58	64	55
90	4	86	14	12
75	65	73	83	56
73	35	48	5	39
12	2	95	54	50
41	93	58	70	41
65	9	69	19	41
4	56	92	65	29
56	93	46	60	23
32	43	32	47	25
35	63	13	45	6
93	38	27	79	54
61	58	12	2	10
54	84	22	3	83
42	35	73	86	75
24	17	39	52	29
35	6	54	50	69
67	29	18	77	20
34	52	37	46	9
73	44	89	52	83
18	43	66	98	5
55	6	16	50	5
40	63	29	71	84
92	49	38	97	75
18	69	78	63	25
3	72	97	63	86
65	83	74	25	94
30	33	91	52	51
93	35	91	51	4
83	95	32	11	93
29	98	39	47	7
68	68	23	9	60
71	97	85	98	16
75	30	78	18	62
80	92	33	71	81
29	23	46	71	71
42	39	59	4	72
91	65	21	83	99
90	88	29	31	25
81	4	22	98	92
78	58	67	32	87
98	9	54	96	33
8	53	50	28	69
70	30	11	38	41
46	1	19	63	6
14	23	55	57	27
32	94	24	87	5
65	48	91	93	64
94	40	53	16	2
38	3	54	57	4
25	23	33	81	5
48	42	97	62	25
47	13	66	82	7
13	30	29	60	64
54	73	27	4	47
51	17	60	18	82
87	100	76	28	12
29	45	32	24	19
70	32	66	21	11
44	96	68	1	58
38	64	50	17	81
32	46	23	99	59
45	81	84	57	72
12	63	12	11	18
50	25	17	89	25
69	77	97	15	8
99	6	43	97	8
63	63	72	43	4
61	37	57	88	87
40	68	9	24	43
72	10	96	73	23
16	32	55	74	5
36	78	22	80	33
24	24	82	32	7
43	98	68	70	94
75	43	46	68	54
35	11	59	56	41
86	89	29	95	87
14	87	16	40	63
12	74	27	11	85
1	87	85	38	21
15	94	55	35	23
22	71	16	77	62
39	13	87	5	43
75	64	80	61	67
97	45	37	37	61
55	24	4	86	85
68	65	78	11	58
86	6	93	93	21
45	98	23	24	56
27	9	26	16	88
9	14	86	2	14
46	17	33	74	99
35	13	22	58	78
100	55	87	45	13
62	57	36	45	22
60	50	98	67	24
50	40	83	86	64
